"GEO_ID","NAME","B05006_001E","B05006_001M","B05006_002E","B05006_002M","B05006_003E","B05006_003M","B05006_004E","B05006_004M","B05006_005E","B05006_005M","B05006_006E","B05006_006M","B05006_007E","B05006_007M","B05006_008E","B05006_008M","B05006_009E","B05006_009M","B05006_010E","B05006_010M","B05006_011E","B05006_011M","B05006_012E","B05006_012M","B05006_013E","B05006_013M","B05006_014E","B05006_014M","B05006_015E","B05006_015M","B05006_016E","B05006_016M","B05006_017E","B05006_017M","B05006_018E","B05006_018M","B05006_019E","B05006_019M","B05006_020E","B05006_020M","B05006_021E","B05006_021M","B05006_022E","B05006_022M","B05006_023E","B05006_023M","B05006_024E","B05006_024M","B05006_025E","B05006_025M","B05006_026E","B05006_026M","B05006_027E","B05006_027M","B05006_028E","B05006_028M","B05006_029E","B05006_029M","B05006_030E","B05006_030M","B05006_031E","B05006_031M","B05006_032E","B05006_032M","B05006_033E","B05006_033M","B05006_034E","B05006_034M","B05006_035E","B05006_035M","B05006_036E","B05006_036M","B05006_037E","B05006_037M","B05006_038E","B05006_038M","B05006_039E","B05006_039M","B05006_040E","B05006_040M","B05006_041E","B05006_041M","B05006_042E","B05006_042M","B05006_043E","B05006_043M","B05006_044E","B05006_044M","B05006_045E","B05006_045M","B05006_046E","B05006_046M","B05006_047E","B05006_047M","B05006_048E","B05006_048M","B05006_049E","B05006_049M","B05006_050E","B05006_050M","B05006_051E","B05006_051M","B05006_052E","B05006_052M","B05006_053E","B05006_053M","B05006_054E","B05006_054M","B05006_055E","B05006_055M","B05006_056E","B05006_056M","B05006_057E","B05006_057M","B05006_058E","B05006_058M","B05006_059E","B05006_059M","B05006_060E","B05006_060M","B05006_061E","B05006_061M","B05006_062E","B05006_062M","B05006_063E","B05006_063M","B05006_064E","B05006_064M","B05006_065E","B05006_065M","B05006_066E","B05006_066M","B05006_067E","B05006_067M","B05006_068E","B05006_068M","B05006_069E","B05006_069M","B05006_070E","B05006_070M","B05006_071E","B05006_071M","B05006_072E","B05006_072M","B05006_073E","B05006_073M","B05006_074E","B05006_074M","B05006_075E","B05006_075M","B05006_076E","B05006_076M","B05006_077E","B05006_077M","B05006_078E","B05006_078M","B05006_079E","B05006_079M","B05006_080E","B05006_080M","B05006_081E","B05006_081M","B05006_082E","B05006_082M","B05006_083E","B05006_083M","B05006_084E","B05006_084M","B05006_085E","B05006_085M","B05006_086E","B05006_086M","B05006_087E","B05006_087M","B05006_088E","B05006_088M","B05006_089E","B05006_089M","B05006_090E","B05006_090M","B05006_091E","B05006_091M","B05006_092E","B05006_092M","B05006_093E","B05006_093M","B05006_094E","B05006_094M","B05006_095E","B05006_095M","B05006_096E","B05006_096M","B05006_097E","B05006_097M","B05006_098E","B05006_098M","B05006_099E","B05006_099M","B05006_100E","B05006_100M","B05006_101E","B05006_101M","B05006_102E","B05006_102M","B05006_103E","B05006_103M","B05006_104E","B05006_104M","B05006_105E","B05006_105M","B05006_106E","B05006_106M","B05006_107E","B05006_107M","B05006_108E","B05006_108M","B05006_109E","B05006_109M","B05006_110E","B05006_110M","B05006_111E","B05006_111M","B05006_112E","B05006_112M","B05006_113E","B05006_113M","B05006_114E","B05006_114M","B05006_115E","B05006_115M","B05006_116E","B05006_116M","B05006_117E","B05006_117M","B05006_118E","B05006_118M","B05006_119E","B05006_119M","B05006_120E","B05006_120M","B05006_121E","B05006_121M","B05006_122E","B05006_122M","B05006_123E","B05006_123M","B05006_124E","B05006_124M","B05006_125E","B05006_125M","B05006_126E","B05006_126M","B05006_127E","B05006_127M","B05006_128E","B05006_128M","B05006_129E","B05006_129M","B05006_130E","B05006_130M","B05006_131E","B05006_131M","B05006_132E","B05006_132M","B05006_133E","B05006_133M","B05006_134E","B05006_134M","B05006_135E","B05006_135M","B05006_136E","B05006_136M","B05006_137E","B05006_137M","B05006_138E","B05006_138M","B05006_139E","B05006_139M","B05006_140E","B05006_140M","B05006_141E","B05006_141M","B05006_142E","B05006_142M","B05006_143E","B05006_143M","B05006_144E","B05006_144M","B05006_145E","B05006_145M","B05006_146E","B05006_146M","B05006_147E","B05006_147M","B05006_148E","B05006_148M","B05006_149E","B05006_149M","B05006_150E","B05006_150M","B05006_151E","B05006_151M","B05006_152E","B05006_152M","B05006_153E","B05006_153M","B05006_154E","B05006_154M","B05006_155E","B05006_155M","B05006_156E","B05006_156M","B05006_157E","B05006_157M","B05006_158E","B05006_158M","B05006_159E","B05006_159M","B05006_160E","B05006_160M","B05006_161E","B05006_161M","B05006_162E","B05006_162M"
"id","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Estimate!!Total!!Europe","Margin of Error!!Total!!Europe","Estimate!!Total!!Europe!!Northern Europe","Margin of Error!!Total!!Europe!!Northern Europe","Estimate!!Total!!Europe!!Northern Europe!!United Kingdom (inc. Crown Dependencies)","Margin of Error!!Total!!Europe!!Northern Europe!!United Kingdom (inc. Crown Dependencies)","Estimate!!Total!!Europe!!Northern Europe!!United Kingdom (inc. Crown Dependencies)!!United Kingdom, excluding England and Scotland","Margin of Error!!Total!!Europe!!Northern Europe!!United Kingdom (inc. Crown Dependencies)!!United Kingdom, excluding England and Scotland","Estimate!!Total!!Europe!!Northern Europe!!United Kingdom (inc. Crown Dependencies)!!England","Margin of Error!!Total!!Europe!!Northern Europe!!United Kingdom (inc. Crown Dependencies)!!England","Estimate!!Total!!Europe!!Northern Europe!!United Kingdom (inc. Crown Dependencies)!!Scotland","Margin of Error!!Total!!Europe!!Northern Europe!!United Kingdom (inc. Crown Dependencies)!!Scotland","Estimate!!Total!!Europe!!Northern Europe!!Ireland","Margin of Error!!Total!!Europe!!Northern Europe!!Ireland","Estimate!!Total!!Europe!!Northern Europe!!Denmark","Margin of Error!!Total!!Europe!!Northern Europe!!Denmark","Estimate!!Total!!Europe!!Northern Europe!!Norway","Margin of Error!!Total!!Europe!!Northern Europe!!Norway","Estimate!!Total!!Europe!!Northern Europe!!Sweden","Margin of Error!!Total!!Europe!!Northern Europe!!Sweden","Estimate!!Total!!Europe!!Northern Europe!!Other Northern Europe","Margin of Error!!Total!!Europe!!Northern Europe!!Other Northern Europe","Estimate!!Total!!Europe!!Western Europe","Margin of Error!!Total!!Europe!!Western Europe","Estimate!!Total!!Europe!!Western Europe!!Austria","Margin of Error!!Total!!Europe!!Western Europe!!Austria","Estimate!!Total!!Europe!!Western Europe!!Belgium","Margin of Error!!Total!!Europe!!Western Europe!!Belgium","Estimate!!Total!!Europe!!Western Europe!!France","Margin of Error!!Total!!Europe!!Western Europe!!France","Estimate!!Total!!Europe!!Western Europe!!Germany","Margin of Error!!Total!!Europe!!Western Europe!!Germany","Estimate!!Total!!Europe!!Western Europe!!Netherlands","Margin of Error!!Total!!Europe!!Western Europe!!Netherlands","Estimate!!Total!!Europe!!Western Europe!!Switzerland","Margin of Error!!Total!!Europe!!Western Europe!!Switzerland","Estimate!!Total!!Europe!!Western Europe!!Other Western Europe","Margin of Error!!Total!!Europe!!Western Europe!!Other Western Europe","Estimate!!Total!!Europe!!Southern Europe","Margin of Error!!Total!!Europe!!Southern Europe","Estimate!!Total!!Europe!!Southern Europe!!Greece","Margin of Error!!Total!!Europe!!Southern Europe!!Greece","Estimate!!Total!!Europe!!Southern Europe!!Italy","Margin of Error!!Total!!Europe!!Southern Europe!!Italy","Estimate!!Total!!Europe!!Southern Europe!!Portugal","Margin of Error!!Total!!Europe!!Southern Europe!!Portugal","Estimate!!Total!!Europe!!Southern Europe!!Portugal!!Azores Islands","Margin of Error!!Total!!Europe!!Southern Europe!!Portugal!!Azores Islands","Estimate!!Total!!Europe!!Southern Europe!!Spain","Margin of Error!!Total!!Europe!!Southern Europe!!Spain","Estimate!!Total!!Europe!!Southern Europe!!Other Southern Europe","Margin of Error!!Total!!Europe!!Southern Europe!!Other Southern Europe","Estimate!!Total!!Europe!!Eastern Europe","Margin of Error!!Total!!Europe!!Eastern Europe","Estimate!!Total!!Europe!!Eastern Europe!!Albania","Margin of Error!!Total!!Europe!!Eastern Europe!!Albania","Estimate!!Total!!Europe!!Eastern Europe!!Belarus","Margin of Error!!Total!!Europe!!Eastern Europe!!Belarus","Estimate!!Total!!Europe!!Eastern Europe!!Bulgaria","Margin of Error!!Total!!Europe!!Eastern Europe!!Bulgaria","Estimate!!Total!!Europe!!Eastern Europe!!Croatia","Margin of Error!!Total!!Europe!!Eastern Europe!!Croatia","Estimate!!Total!!Europe!!Eastern Europe!!Czechoslovakia (includes Czech Republic and Slovakia)","Margin of Error!!Total!!Europe!!Eastern Europe!!Czechoslovakia (includes Czech Republic and Slovakia)","Estimate!!Total!!Europe!!Eastern Europe!!Hungary","Margin of Error!!Total!!Europe!!Eastern Europe!!Hungary","Estimate!!Total!!Europe!!Eastern Europe!!Latvia","Margin of Error!!Total!!Europe!!Eastern Europe!!Latvia","Estimate!!Total!!Europe!!Eastern Europe!!Lithuania","Margin of Error!!Total!!Europe!!Eastern Europe!!Lithuania","Estimate!!Total!!Europe!!Eastern Europe!!Macedonia","Margin of Error!!Total!!Europe!!Eastern Europe!!Macedonia","Estimate!!Total!!Europe!!Eastern Europe!!Moldova","Margin of Error!!Total!!Europe!!Eastern Europe!!Moldova","Estimate!!Total!!Europe!!Eastern Europe!!Poland","Margin of Error!!Total!!Europe!!Eastern Europe!!Poland","Estimate!!Total!!Europe!!Eastern Europe!!Romania","Margin of Error!!Total!!Europe!!Eastern Europe!!Romania","Estimate!!Total!!Europe!!Eastern Europe!!Russia","Margin of Error!!Total!!Europe!!Eastern Europe!!Russia","Estimate!!Total!!Europe!!Eastern Europe!!Ukraine","Margin of Error!!Total!!Europe!!Eastern Europe!!Ukraine","Estimate!!Total!!Europe!!Eastern Europe!!Bosnia and Herzegovina","Margin of Error!!Total!!Europe!!Eastern Europe!!Bosnia and Herzegovina","Estimate!!Total!!Europe!!Eastern Europe!!Serbia","Margin of Error!!Total!!Europe!!Eastern Europe!!Serbia","Estimate!!Total!!Europe!!Eastern Europe!!Other Eastern Europe","Margin of Error!!Total!!Europe!!Eastern Europe!!Other Eastern Europe","Estimate!!Total!!Europe!!Europe, n.e.c.","Margin of Error!!Total!!Europe!!Europe, n.e.c.","Estimate!!Total!!Asia","Margin of Error!!Total!!Asia","Estimate!!Total!!Asia!!Eastern Asia","Margin of Error!!Total!!Asia!!Eastern Asia","Estimate!!Total!!Asia!!Eastern Asia!!China","Margin of Error!!Total!!Asia!!Eastern Asia!!China","Estimate!!Total!!Asia!!Eastern Asia!!China!!China, excluding Hong Kong and Taiwan","Margin of Error!!Total!!Asia!!Eastern Asia!!China!!China, excluding Hong Kong and Taiwan","Estimate!!Total!!Asia!!Eastern Asia!!China!!Hong Kong","Margin of Error!!Total!!Asia!!Eastern Asia!!China!!Hong Kong","Estimate!!Total!!Asia!!Eastern Asia!!China!!Taiwan","Margin of Error!!Total!!Asia!!Eastern Asia!!China!!Taiwan","Estimate!!Total!!Asia!!Eastern Asia!!Japan","Margin of Error!!Total!!Asia!!Eastern Asia!!Japan","Estimate!!Total!!Asia!!Eastern Asia!!Korea","Margin of Error!!Total!!Asia!!Eastern Asia!!Korea","Estimate!!Total!!Asia!!Eastern Asia!!Other Eastern Asia","Margin of Error!!Total!!Asia!!Eastern Asia!!Other Eastern Asia","Estimate!!Total!!Asia!!South Central Asia","Margin of Error!!Total!!Asia!!South Central Asia","Estimate!!Total!!Asia!!South Central Asia!!Afghanistan","Margin of Error!!Total!!Asia!!South Central Asia!!Afghanistan","Estimate!!Total!!Asia!!South Central Asia!!Bangladesh","Margin of Error!!Total!!Asia!!South Central Asia!!Bangladesh","Estimate!!Total!!Asia!!South Central Asia!!India","Margin of Error!!Total!!Asia!!South Central Asia!!India","Estimate!!Total!!Asia!!South Central Asia!!Iran","Margin of Error!!Total!!Asia!!South Central Asia!!Iran","Estimate!!Total!!Asia!!South Central Asia!!Kazakhstan","Margin of Error!!Total!!Asia!!South Central Asia!!Kazakhstan","Estimate!!Total!!Asia!!South Central Asia!!Nepal","Margin of Error!!Total!!Asia!!South Central Asia!!Nepal","Estimate!!Total!!Asia!!South Central Asia!!Pakistan","Margin of Error!!Total!!Asia!!South Central Asia!!Pakistan","Estimate!!Total!!Asia!!South Central Asia!!Sri Lanka","Margin of Error!!Total!!Asia!!South Central Asia!!Sri Lanka","Estimate!!Total!!Asia!!South Central Asia!!Uzbekistan","Margin of Error!!Total!!Asia!!South Central Asia!!Uzbekistan","Estimate!!Total!!Asia!!South Central Asia!!Other South Central Asia","Margin of Error!!Total!!Asia!!South Central Asia!!Other South Central Asia","Estimate!!Total!!Asia!!South Eastern Asia","Margin of Error!!Total!!Asia!!South Eastern Asia","Estimate!!Total!!Asia!!South Eastern Asia!!Cambodia","Margin of Error!!Total!!Asia!!South Eastern Asia!!Cambodia","Estimate!!Total!!Asia!!South Eastern Asia!!Indonesia","Margin of Error!!Total!!Asia!!South Eastern Asia!!Indonesia","Estimate!!Total!!Asia!!South Eastern Asia!!Laos","Margin of Error!!Total!!Asia!!South Eastern Asia!!Laos","Estimate!!Total!!Asia!!South Eastern Asia!!Malaysia","Margin of Error!!Total!!Asia!!South Eastern Asia!!Malaysia","Estimate!!Total!!Asia!!South Eastern Asia!!Burma","Margin of Error!!Total!!Asia!!South Eastern Asia!!Burma","Estimate!!Total!!Asia!!South Eastern Asia!!Philippines","Margin of Error!!Total!!Asia!!South Eastern Asia!!Philippines","Estimate!!Total!!Asia!!South Eastern Asia!!Singapore","Margin of Error!!Total!!Asia!!South Eastern Asia!!Singapore","Estimate!!Total!!Asia!!South Eastern Asia!!Thailand","Margin of Error!!Total!!Asia!!South Eastern Asia!!Thailand","Estimate!!Total!!Asia!!South Eastern Asia!!Vietnam","Margin of Error!!Total!!Asia!!South Eastern Asia!!Vietnam","Estimate!!Total!!Asia!!South Eastern Asia!!Other South Eastern Asia","Margin of Error!!Total!!Asia!!South Eastern Asia!!Other South Eastern Asia","Estimate!!Total!!Asia!!Western Asia","Margin of Error!!Total!!Asia!!Western Asia","Estimate!!Total!!Asia!!Western Asia!!Iraq","Margin of Error!!Total!!Asia!!Western Asia!!Iraq","Estimate!!Total!!Asia!!Western Asia!!Israel","Margin of Error!!Total!!Asia!!Western Asia!!Israel","Estimate!!Total!!Asia!!Western Asia!!Jordan","Margin of Error!!Total!!Asia!!Western Asia!!Jordan","Estimate!!Total!!Asia!!Western Asia!!Kuwait","Margin of Error!!Total!!Asia!!Western Asia!!Kuwait","Estimate!!Total!!Asia!!Western Asia!!Lebanon","Margin of Error!!Total!!Asia!!Western Asia!!Lebanon","Estimate!!Total!!Asia!!Western Asia!!Saudi Arabia","Margin of Error!!Total!!Asia!!Western Asia!!Saudi Arabia","Estimate!!Total!!Asia!!Western Asia!!Syria","Margin of Error!!Total!!Asia!!Western Asia!!Syria","Estimate!!Total!!Asia!!Western Asia!!Yemen","Margin of Error!!Total!!Asia!!Western Asia!!Yemen","Estimate!!Total!!Asia!!Western Asia!!Turkey","Margin of Error!!Total!!Asia!!Western Asia!!Turkey","Estimate!!Total!!Asia!!Western Asia!!Armenia","Margin of Error!!Total!!Asia!!Western Asia!!Armenia","Estimate!!Total!!Asia!!Western Asia!!Other Western Asia","Margin of Error!!Total!!Asia!!Western Asia!!Other Western Asia","Estimate!!Total!!Asia!!Asia,n.e.c.","Margin of Error!!Total!!Asia!!Asia,n.e.c.","Estimate!!Total!!Africa","Margin of Error!!Total!!Africa","Estimate!!Total!!Africa!!Eastern Africa","Margin of Error!!Total!!Africa!!Eastern Africa","Estimate!!Total!!Africa!!Eastern Africa!!Eritrea","Margin of Error!!Total!!Africa!!Eastern Africa!!Eritrea","Estimate!!Total!!Africa!!Eastern Africa!!Ethiopia","Margin of Error!!Total!!Africa!!Eastern Africa!!Ethiopia","Estimate!!Total!!Africa!!Eastern Africa!!Kenya","Margin of Error!!Total!!Africa!!Eastern Africa!!Kenya","Estimate!!Total!!Africa!!Eastern Africa!!Somalia","Margin of Error!!Total!!Africa!!Eastern Africa!!Somalia","Estimate!!Total!!Africa!!Eastern Africa!!Other Eastern Africa","Margin of Error!!Total!!Africa!!Eastern Africa!!Other Eastern Africa","Estimate!!Total!!Africa!!Middle Africa","Margin of Error!!Total!!Africa!!Middle Africa","Estimate!!Total!!Africa!!Middle Africa!!Cameroon","Margin of Error!!Total!!Africa!!Middle Africa!!Cameroon","Estimate!!Total!!Africa!!Middle Africa!!Other Middle Africa","Margin of Error!!Total!!Africa!!Middle Africa!!Other Middle Africa","Estimate!!Total!!Africa!!Northern Africa","Margin of Error!!Total!!Africa!!Northern Africa","Estimate!!Total!!Africa!!Northern Africa!!Egypt","Margin of Error!!Total!!Africa!!Northern Africa!!Egypt","Estimate!!Total!!Africa!!Northern Africa!!Morocco","Margin of Error!!Total!!Africa!!Northern Africa!!Morocco","Estimate!!Total!!Africa!!Northern Africa!!Sudan","Margin of Error!!Total!!Africa!!Northern Africa!!Sudan","Estimate!!Total!!Africa!!Northern Africa!!Other Northern Africa","Margin of Error!!Total!!Africa!!Northern Africa!!Other Northern Africa","Estimate!!Total!!Africa!!Southern Africa","Margin of Error!!Total!!Africa!!Southern Africa","Estimate!!Total!!Africa!!Southern Africa!!South Africa","Margin of Error!!Total!!Africa!!Southern Africa!!South Africa","Estimate!!Total!!Africa!!Southern Africa!!Other Southern Africa","Margin of Error!!Total!!Africa!!Southern Africa!!Other Southern Africa","Estimate!!Total!!Africa!!Western Africa","Margin of Error!!Total!!Africa!!Western Africa","Estimate!!Total!!Africa!!Western Africa!!Cabo Verde","Margin of Error!!Total!!Africa!!Western Africa!!Cabo Verde","Estimate!!Total!!Africa!!Western Africa!!Ghana","Margin of Error!!Total!!Africa!!Western Africa!!Ghana","Estimate!!Total!!Africa!!Western Africa!!Liberia","Margin of Error!!Total!!Africa!!Western Africa!!Liberia","Estimate!!Total!!Africa!!Western Africa!!Nigeria","Margin of Error!!Total!!Africa!!Western Africa!!Nigeria","Estimate!!Total!!Africa!!Western Africa!!Sierra Leone","Margin of Error!!Total!!Africa!!Western Africa!!Sierra Leone","Estimate!!Total!!Africa!!Western Africa!!Other Western Africa","Margin of Error!!Total!!Africa!!Western Africa!!Other Western Africa","Estimate!!Total!!Africa!!Africa, n.e.c.","Margin of Error!!Total!!Africa!!Africa, n.e.c.","Estimate!!Total!!Oceania","Margin of Error!!Total!!Oceania","Estimate!!Total!!Oceania!!Australia and New Zealand Subregion","Margin of Error!!Total!!Oceania!!Australia and New Zealand Subregion","Estimate!!Total!!Oceania!!Australia and New Zealand Subregion!!Australia","Margin of Error!!Total!!Oceania!!Australia and New Zealand Subregion!!Australia","Estimate!!Total!!Oceania!!Australia and New Zealand Subregion!!Other Australian and New Zealand Subregion","Margin of Error!!Total!!Oceania!!Australia and New Zealand Subregion!!Other Australian and New Zealand Subregion","Estimate!!Total!!Oceania!!Fiji","Margin of Error!!Total!!Oceania!!Fiji","Estimate!!Total!!Oceania!!Oceania, n.e.c.","Margin of Error!!Total!!Oceania!!Oceania, n.e.c.","Estimate!!Total!!Americas","Margin of Error!!Total!!Americas","Estimate!!Total!!Americas!!Latin America","Margin of Error!!Total!!Americas!!Latin America","Estimate!!Total!!Americas!!Latin America!!Caribbean","Margin of Error!!Total!!Americas!!Latin America!!Caribbean","Estimate!!Total!!Americas!!Latin America!!Caribbean!!Bahamas","Margin of Error!!Total!!Americas!!Latin America!!Caribbean!!Bahamas","Estimate!!Total!!Americas!!Latin America!!Caribbean!!Barbados","Margin of Error!!Total!!Americas!!Latin America!!Caribbean!!Barbados","Estimate!!Total!!Americas!!Latin America!!Caribbean!!Cuba","Margin of Error!!Total!!Americas!!Latin America!!Caribbean!!Cuba","Estimate!!Total!!Americas!!Latin America!!Caribbean!!Dominica","Margin of Error!!Total!!Americas!!Latin America!!Caribbean!!Dominica","Estimate!!Total!!Americas!!Latin America!!Caribbean!!Dominican Republic","Margin of Error!!Total!!Americas!!Latin America!!Caribbean!!Dominican Republic","Estimate!!Total!!Americas!!Latin America!!Caribbean!!Grenada","Margin of Error!!Total!!Americas!!Latin America!!Caribbean!!Grenada","Estimate!!Total!!Americas!!Latin America!!Caribbean!!Haiti","Margin of Error!!Total!!Americas!!Latin America!!Caribbean!!Haiti","Estimate!!Total!!Americas!!Latin America!!Caribbean!!Jamaica","Margin of Error!!Total!!Americas!!Latin America!!Caribbean!!Jamaica","Estimate!!Total!!Americas!!Latin America!!Caribbean!!St. Vincent and the Grenadines","Margin of Error!!Total!!Americas!!Latin America!!Caribbean!!St. Vincent and the Grenadines","Estimate!!Total!!Americas!!Latin America!!Caribbean!!Trinidad and Tobago","Margin of Error!!Total!!Americas!!Latin America!!Caribbean!!Trinidad and Tobago","Estimate!!Total!!Americas!!Latin America!!Caribbean!!West Indies","Margin of Error!!Total!!Americas!!Latin America!!Caribbean!!West Indies","Estimate!!Total!!Americas!!Latin America!!Caribbean!!Other Caribbean","Margin of Error!!Total!!Americas!!Latin America!!Caribbean!!Other Caribbean","Estimate!!Total!!Americas!!Latin America!!Central America","Margin of Error!!Total!!Americas!!Latin America!!Central America","Estimate!!Total!!Americas!!Latin America!!Central America!!Mexico","Margin of Error!!Total!!Americas!!Latin America!!Central America!!Mexico","Estimate!!Total!!Americas!!Latin America!!Central America!!Belize","Margin of Error!!Total!!Americas!!Latin America!!Central America!!Belize","Estimate!!Total!!Americas!!Latin America!!Central America!!Costa Rica","Margin of Error!!Total!!Americas!!Latin America!!Central America!!Costa Rica","Estimate!!Total!!Americas!!Latin America!!Central America!!El Salvador","Margin of Error!!Total!!Americas!!Latin America!!Central America!!El Salvador","Estimate!!Total!!Americas!!Latin America!!Central America!!Guatemala","Margin of Error!!Total!!Americas!!Latin America!!Central America!!Guatemala","Estimate!!Total!!Americas!!Latin America!!Central America!!Honduras","Margin of Error!!Total!!Americas!!Latin America!!Central America!!Honduras","Estimate!!Total!!Americas!!Latin America!!Central America!!Nicaragua","Margin of Error!!Total!!Americas!!Latin America!!Central America!!Nicaragua","Estimate!!Total!!Americas!!Latin America!!Central America!!Panama","Margin of Error!!Total!!Americas!!Latin America!!Central America!!Panama","Estimate!!Total!!Americas!!Latin America!!Central America!!Other Central America","Margin of Error!!Total!!Americas!!Latin America!!Central America!!Other Central America","Estimate!!Total!!Americas!!Latin America!!South America","Margin of Error!!Total!!Americas!!Latin America!!South America","Estimate!!Total!!Americas!!Latin America!!South America!!Argentina","Margin of Error!!Total!!Americas!!Latin America!!South America!!Argentina","Estimate!!Total!!Americas!!Latin America!!South America!!Bolivia","Margin of Error!!Total!!Americas!!Latin America!!South America!!Bolivia","Estimate!!Total!!Americas!!Latin America!!South America!!Brazil","Margin of Error!!Total!!Americas!!Latin America!!South America!!Brazil","Estimate!!Total!!Americas!!Latin America!!South America!!Chile","Margin of Error!!Total!!Americas!!Latin America!!South America!!Chile","Estimate!!Total!!Americas!!Latin America!!South America!!Colombia","Margin of Error!!Total!!Americas!!Latin America!!South America!!Colombia","Estimate!!Total!!Americas!!Latin America!!South America!!Ecuador","Margin of Error!!Total!!Americas!!Latin America!!South America!!Ecuador","Estimate!!Total!!Americas!!Latin America!!South America!!Guyana","Margin of Error!!Total!!Americas!!Latin America!!South America!!Guyana","Estimate!!Total!!Americas!!Latin America!!South America!!Peru","Margin of Error!!Total!!Americas!!Latin America!!South America!!Peru","Estimate!!Total!!Americas!!Latin America!!South America!!Uruguay","Margin of Error!!Total!!Americas!!Latin America!!South America!!Uruguay","Estimate!!Total!!Americas!!Latin America!!South America!!Venezuela","Margin of Error!!Total!!Americas!!Latin America!!South America!!Venezuela","Estimate!!Total!!Americas!!Latin America!!South America!!Other South America","Margin of Error!!Total!!Americas!!Latin America!!South America!!Other South America","Estimate!!Total!!Americas!!Northern America","Margin of Error!!Total!!Americas!!Northern America","Estimate!!Total!!Americas!!Northern America!!Canada","Margin of Error!!Total!!Americas!!Northern America!!Canada","Estimate!!Total!!Americas!!Northern America!!Other Northern America","Margin of Error!!Total!!Americas!!Northern America!!Other Northern America"
"0500000US12103","Pinellas County, Florida","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US12105","Polk County, Florida","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
